002272	American Micro-Fuel Device Corp.
CCBE59	Calix Inc.
84A3B5	Propulsion systems
30FCEB	LG Electronics (Mobile Communications)
2468B0	Samsung Electronics Co.,Ltd
1C1338	Kimball Electronics Group, LLC
9CEDFA	EVUlution AG
EC63ED	Hyundai Autoever Corp.
D46761	XonTel Technology Co.
E44122	OnePlus Technology (Shenzhen) Co., Ltd
9C19C2	Dongguan Liesheng Electronic Co., Ltd.
BC26A1	FACTORY FIVE Corporation
74CBF3	Lava international limited
F0D14F	LINEAR LLC
001168	HomeLogic LLC
18DFC1	Aetheros
FCBC0E	Zhejiang Cainiao Supply Chain Management Co., Ltd
2CD066	Xiaomi Communications Co Ltd
B05CDA	HP Inc.
DCBD7A	Guangzhou Shiyuan Electronic Technology Company Limited
9016BA	HUAWEI TECHNOLOGIES CO.,LTD
60AAEF	Huawei Device Co., Ltd.
D0F3F5	Huawei Device Co., Ltd.
D44649	HUAWEI TECHNOLOGIES CO.,LTD
9400B0	HUAWEI TECHNOLOGIES CO.,LTD
2479EF	Greenpacket Berhad, Taiwan
AC2334	Infinix mobility limited
002B67	LCFC(HeFei) Electronics Technology co., ltd
F8BC0E	eero inc.
50E039	Zyxel Communications Corporation
B85776	lignex1
2400FA	China Mobile (Hangzhou) Information Technology Co., Ltd
C83DFC	AlphaTheta Corporation
E01995	Nutanix
F85128	SimpliSafe
AC1F09	shenzhen RAKwireless technology  Co.,Ltd
BC13A8	Shenzhen YOUHUA Technology Co., Ltd
9077EE	Cisco Systems, Inc
3C13CC	Cisco Systems, Inc
94E3EE	zte corporation
D8DC40	Apple, Inc.
805FC5	Apple, Inc.
10F920	Cisco Systems, Inc
206980	Apple, Inc.
6432A8	Intel Corporate
801934	Intel Corporate
40A3CC	Intel Corporate
E4A7A0	Intel Corporate
3C4DBE	Apple, Inc.
48262C	Apple, Inc.
147DDA	Apple, Inc.
C4910C	Apple, Inc.
6C9961	Sagemcom Broadband SAS
50C709	Juniper Networks
806D97	Private
645D86	Intel Corporate
181DEA	Intel Corporate
185680	Intel Corporate
A0A4C5	Intel Corporate
F4D108	Intel Corporate
207918	Intel Corporate
A86DAA	Intel Corporate
380025	Intel Corporate
C0E3A0	Renesas Electronics (Penang) Sdn. Bhd.
F4C114	Technicolor CH USA Inc.
8CE468	Guangzhou Sageran Technology Co., Ltd.
C8B29B	Intel Corporate
6C6A77	Intel Corporate
A4B1C1	Intel Corporate
342EB7	Intel Corporate
8CC681	Intel Corporate
CCF9E4	Intel Corporate
3C58C2	Intel Corporate
E45E37	Intel Corporate
24418C	Intel Corporate
60F262	Intel Corporate
C0B883	Intel Corporate
C809A8	Intel Corporate
907841	Intel Corporate
58A023	Intel Corporate
D4D252	Intel Corporate
2848E7	Huawei Device Co., Ltd.
04D3B0	Intel Corporate
E06CA6	Creotech Instruments S.A.
44680C	Wacom Co.,Ltd.
980E24	Phytium Technology Co.,Ltd.
A830BC	Samsung Electronics Co.,Ltd
0063DE	CLOUDWALK TECHNOLOGY CO.,LTD
60A423	Silicon Laboratories
7846D4	Samsung Electronics Co.,Ltd
E43EC6	HUAWEI TECHNOLOGIES CO.,LTD
38881E	HUAWEI TECHNOLOGIES CO.,LTD
2CDB07	Intel Corporate
988D46	Intel Corporate
E4268B	Huawei Device Co., Ltd.
6888A1	Universal Electronics, Inc.
001EB2	LG Innotek
C086B3	Shenzhen Voxtech Co., Ltd.
44ADB1	Sagemcom Broadband SAS
1C98C1	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
A09B17	Taicang T&W Electronics
4401BB	SHENZHEN BILIAN ELECTRONIC CO.，LTD
A0D83D	Fiberhome Telecommunication Technologies Co.,LTD
58F2FC	Huawei Device Co., Ltd.
643AEA	Cisco Systems, Inc
507043	BSkyB Ltd
D01411	IEEE Registration Authority
3C53D7	CEDES AG
E8136E	HUAWEI TECHNOLOGIES CO.,LTD
4CAE13	HUAWEI TECHNOLOGIES CO.,LTD
4C2EFE	Shenzhen Comnect Technology Co.,LTD
DCD444	Huawei Device Co., Ltd.
E0B260	TENO NETWORK TECHNOLOGIES COMPANY LIMITED
A446B4	Huawei Device Co., Ltd.
0CC844	Cambridge Mobile Telematics, Inc.
E8DA20	Nintendo Co.,Ltd
482335	Dialog Semiconductor Hellas SA
8C85C1	Aruba, a Hewlett Packard Enterprise Company
20A171	Amazon Technologies Inc.
7CF9A0	Fiberhome Telecommunication Technologies Co.,LTD
6CA4D1	Fiberhome Telecommunication Technologies Co.,LTD
54AB3A	Quanta Computer Inc.
E89A8F	Quanta Computer Inc.
EC6C9A	Arcadyan Corporation
346D9C	Carrier Corporation
D4F756	zte corporation
E0693A	Innophase Inc.
5488DE	Cisco Systems, Inc
782B64	Bose Corporation
24FD0D	Intelbras
345594	FUJIAN STAR-NET COMMUNICATION CO.,LTD
9C6B37	Renesas Electronics (Penang) Sdn. Bhd.
A83759	Huawei Device Co., Ltd.
40AA56	China Dragon Technology Limited
68545A	Intel Corporate
3CE3E7	China Mobile Group Device Co.,Ltd.
CC47BD	Rhombus Systems
4C93A6	IEEE Registration Authority
001E31	infomark
50F7ED	Huawei Device Co., Ltd.
4CB99B	WEIFANG GOERTEK ELECTRONICS CO.,LTD
BC7E8B	Samsung Electronics Co.,Ltd
0C31DC	HUAWEI TECHNOLOGIES CO.,LTD
40DDD1	Beautiful Card Corporation
C0E7BF	Sichuan AI-Link Technology Co., Ltd.
54778A	Hewlett Packard Enterprise
247152	Dell Inc.
6433DB	Texas Instruments
A406E9	Texas Instruments
B0B113	Texas Instruments
4CAEEC	Guangzhou limee technology co.,LTD
0040AB	ROLAND DG CORPORATION
0012B4	Work Microwave GmbH
24B105	Prama Hikvision India Private Limited
8060B7	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
90AAC3	Hitron Technologies. Inc
44917C	HMD Global Oy
DC7223	Hui Zhou Gaoshengda Technology Co.,LTD
3420E3	Ruckus Wireless
245F9F	Huawei Device Co., Ltd.
CCB0A8	Huawei Device Co., Ltd.
502873	Huawei Device Co., Ltd.
8C47BE	Dell Inc.
142C78	GooWi Wireless Technology Co., Limited
98FC84	IEEE Registration Authority
20F44F	Nokia
0476B0	Cisco Systems, Inc
40F078	Cisco Systems, Inc
78D71A	Ciena Corporation
7853F2	Roxton Systems Ltd.
9C6937	Qorvo International Pte. Ltd.
F82E3F	HUAWEI TECHNOLOGIES CO.,LTD
90A5AF	HUAWEI TECHNOLOGIES CO.,LTD
3C7C3F	ASUSTek COMPUTER INC.
34916F	UserGate Ltd.
0C8B7D	Vizio, Inc
EC4D3E	Beijing Xiaomi Mobile Software Co., Ltd
D8A491	Huawei Device Co., Ltd.
681324	Huawei Device Co., Ltd.
A8C092	Huawei Device Co., Ltd.
9860CA	Apple, Inc.
4490BB	Apple, Inc.
34FD6A	Apple, Inc.
EC3EB3	Zyxel Communications Corporation
8CD67F	EM Microelectronic
5C91FD	Jaewoncnc
FC449F	zte corporation
204EF6	AzureWave Technology Inc.
443583	Apple, Inc.
38CA73	Shenzhen MiaoMing  Intelligent Technology Co.,Ltd
6C0DC4	Beijing Xiaomi Electronics Co., Ltd.
C440F6	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
A47D9F	Shenzhen iComm Semiconductor CO.,LTD
84EA97	Shenzhen iComm Semiconductor CO.,LTD
0055B1	Shanghai Baud Data Communication Co.,Ltd.
74901F	Ragile Networks Inc.
C0252F	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
549FC6	Cisco Systems, Inc
F01D2D	Cisco Systems, Inc
443B32	Intelbras
F83B1D	Technicolor CH USA Inc.
D41B81	CHONGQING FUGUI ELECTRONICS CO.,LTD.
F40B9F	CIG SHANGHAI CO LTD
7845B3	Huawei Device Co., Ltd.
20DCFD	Huawei Device Co., Ltd.
FC65B3	Huawei Device Co., Ltd.
109D7A	Huawei Device Co., Ltd.
DC6373	OBARA KOREA
D47EE4	China Mobile IOT Company Limited
88892F	HUAWEI TECHNOLOGIES CO.,LTD
28E5B0	HUAWEI TECHNOLOGIES CO.,LTD
1CA852	SENSAIO PTE LTD
787DF3	Sterlite Technologies Limited
C094AD	zte corporation
D021AC	Yo Labs LLC
342B70	Arris
1C90BE	Ericsson AB
00163B	Communications & Power Industries
9CB2E8	HUAWEI TECHNOLOGIES CO.,LTD
74731D	ifm electronic gmbh
000B4E	Communications & Power Industries
000334	Omega Engineering Inc.
5C6199	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
E8DB84	Espressif Inc.
D05509	Nintendo Co.,Ltd
A07751	ASMedia Technology Inc.
305684	SHENZHEN YUNJI INTELLIGENT TECHNOLOGY CO.,LTD
14563A	Huawei Device Co., Ltd.
7090B7	Huawei Device Co., Ltd.
249494	Hong Kong Bouffalo Lab Limited
30BE3B	Mitsubishi Electric Corporation
0CB789	Honor Device Co., Ltd.
7891E9	Raisecom Technology CO.,LTD
8C3401	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
60DB98	Calix Inc.
6872C3	Samsung Electronics Co.,Ltd
70B13D	Samsung Electronics Co.,Ltd
FC7FF1	Aruba, a Hewlett Packard Enterprise Company
3CA37E	HUAWEI TECHNOLOGIES CO.,LTD
F8E43B	ASIX Electronics Corporation
48EF61	Huawei Device Co., Ltd.
78F09B	Huawei Device Co., Ltd.
00E93A	AzureWave Technology Inc.
00C52C	Juniper Networks
0034A1	RF-LAMBDA USA INC.
603573	Earda Technologies co Ltd
A49733	ASKEY COMPUTER CORP
5CFB3A	CHONGQING FUGUI ELECTRONICS CO.,LTD.
180F76	D-Link International
00AD24	D-Link International
60634C	D-Link International
C4E90A	D-Link International
F0B4D2	D-Link International
E01CFC	D-Link International
F02F74	ASUSTek COMPUTER INC.
006E02	Xovis AG
ACF85C	Chengdu Higon Integrated Circuit Design Co,. Ltd.
181171	Guangzhou Doctorpai Education & Technology Co.,Ltd
E06D17	Apple, Inc.
F0B3EC	Apple, Inc.
F465A6	Apple, Inc.
7898E8	D-Link International
44F21B	Apple, Inc.
74650C	Apple, Inc.
FCD436	Motorola Mobility LLC, a Lenovo Company
0CEC8D	Motorola Mobility LLC, a Lenovo Company
184F5D	JRC Mobility Inc.
08CBE5	R3 - Reliable Realtime Radio Communications GmbH
F023AE	AMPAK Technology,Inc.
E07726	Huawei Device Co., Ltd.
94A67E	NETGEAR
A89AD7	Nokia
482567	Poly
84F147	Cisco Systems, Inc
249F89	Texas Instruments
247625	Texas Instruments
F87A41	Cisco Systems, Inc
D439B8	Ciena Corporation
30C3D9	ALPSALPINE CO,.LTD
001BFB	ALPSALPINE CO,.LTD
74E9BF	HUAWEI TECHNOLOGIES CO.,LTD
D8109F	HUAWEI TECHNOLOGIES CO.,LTD
ACAE19	Roku, Inc
34FEC5	Shenzhen Sunwoda intelligent hardware Co.,Ltd
A8F766	ITE Tech Inc
14B2E5	Shenzhen iComm Semiconductor CO.,LTD
00213E	TomTom International BV
683E26	Intel Corporate
8C554A	Intel Corporate
401C83	Intel Corporate
38FC98	Intel Corporate
502F9B	Intel Corporate
F85EA0	Intel Corporate
A46BB6	Intel Corporate
FC0C45	Shenzhen SuperElectron Technology Co.,Ltd.
5467E6	SHENZHEN MTC CO LTD
3C5447	HUAWEI TECHNOLOGIES CO.,LTD
006B6F	HUAWEI TECHNOLOGIES CO.,LTD
A03D6E	Cisco Systems, Inc
709CD1	Intel Corporate
000EB6	Riverbed Technology, Inc.
8444AF	Zhejiang Tmall Technology Co., Ltd.
E4BFFA	Technicolor CH USA Inc.
8C64D4	Hyeco Smart Tech Co.,Ltd
8CDEF9	Beijing Xiaomi Mobile Software Co., Ltd
58AE2B	Huawei Device Co., Ltd.
D03C1F	Intel Corporate
B08BD0	Cisco Systems, Inc
6CD704	HUAWEI TECHNOLOGIES CO.,LTD
543AD6	Samsung Electronics Co.,Ltd
544617	zte corporation
5C85F8	SHENZHEN KAIFA TECHNOLOGY CO.,LTD.
14230A	HUAWEI TECHNOLOGIES CO.,LTD
58AEA8	HUAWEI TECHNOLOGIES CO.,LTD
48EC5B	Nokia Solutions and Networks GmbH & Co. KG
0077E4	Nokia Solutions and Networks GmbH & Co. KG
802278	China Mobile IOT Company Limited
903CB3	Edgecore Networks Corporation
D814DF	TCL King Electrical Appliances (Huizhou) Co., Ltd
90027A	Shenzhen Sworix Techonlogy Co., Ltd
3C06A7	TP-LINK TECHNOLOGIES CO.,LTD.
24E927	TomTom International BV
845CF3	Intel Corporate
D05AFD	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
584120	TP-LINK TECHNOLOGIES CO.,LTD.
64D7C0	Huawei Device Co., Ltd.
946010	Huawei Device Co., Ltd.
2C793D	Boditech Med
6C02E0	HP Inc.
245B83	Renesas Electronics (Penang) Sdn. Bhd.
F0F564	Samsung Electronics Co.,Ltd
00DCB2	Extreme Networks, Inc.
6C13D5	Cisco Systems, Inc
0008B0	HUBER+SUHNER BKtel GmbH
84DB9E	Pink Nectarine Health AB
1869D8	Tuya Smart Inc.
68ABBC	Beijing Xiaomi Mobile Software Co., Ltd
34C103	Hangzhou Huamu Technology Co.,Ltd.
6413AB	HUAWEI TECHNOLOGIES CO.,LTD
B06088	Intel Corporate
0C7329	Sercomm Corporation.
5CC336	ittim
FC041C	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
F4D488	Apple, Inc.
682F67	Apple, Inc.
003DE1	Huawei Device Co., Ltd.
F06F46	Ubiik
50ED3C	Apple, Inc.
FC4009	zte corporation
24A65E	zte corporation
48007D	DTS ELEKTRONIK SAN. TIC. LTD. STI.
30B1B5	Arcadyan Corporation
6407F6	Samsung Electronics Co.,Ltd
E0CBBC	Cisco Meraki
683A1E	Cisco Meraki
D8ECE5	Zyxel Communications Corporation
C470AB	Ruijie Networks Co.,LTD
CC6B1E	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
F0D08C	TCT mobile ltd
849000	Arnold&Richter Cine Technik GmbH & Co. Betriebs KG
30F94B	Universal Electronics, Inc.
B48A5F	Juniper Networks
70DFF7	ARRIS Group, Inc.
00E0DF	DZS GmbH
E0E8BB	Unicom Vsens Telecommunications Co., Ltd.
E4C90B	Radwin
982782	IEEE Registration Authority
38A067	Nokia Solutions and Networks GmbH & Co. KG
7C1B93	Huawei Device Co., Ltd.
DC2D3C	Huawei Device Co., Ltd.
041119	IEEE Registration Authority
E455A8	Cisco Meraki
0881B2	Logitech (China) Technology Co., Ltd
C4F174	eero inc.
28D0EA	Intel Corporate
E00CE5	HUAWEI TECHNOLOGIES CO.,LTD
2841EC	HUAWEI TECHNOLOGIES CO.,LTD
7C004D	HUAWEI TECHNOLOGIES CO.,LTD
04D320	ITEL MOBILE LIMITED
1C9957	Intel Corporate
F46B8C	Hon Hai Precision Ind. Co., Ltd.
FC3497	ASUSTek COMPUTER INC.
847AB6	AltoBeam (China) Inc.
78A6A0	Hangzhou Ezviz Software Co.,Ltd.
4851CF	Intelbras
4C5D3C	Cisco Systems, Inc
34732D	Cisco Systems, Inc
047BCB	Universal Global Scientific Industrial Co., Ltd.
8C3446	Huawei Device Co., Ltd.
804786	Samsung Electronics Co.,Ltd
D4475A	ScreenBeam, Inc.
E44164	Nokia
34E9FE	Metis Co., Ltd.
AC139C	Adtran Inc
A4CEDA	Arcadyan Corporation
8C4361	Hailo Digital Hub GmbH & Co. KG
54725E	UNIONMAN TECHNOLOGY CO.,LTD
98C3D2	Ningbo Sanxing Medical Electric Co.,Ltd
245DFC	IEEE Registration Authority
487E48	Earda Technologies co Ltd
E0E37C	Huawei Device Co., Ltd.
2418C6	HUNAN FN-LINK TECHNOLOGY LIMITED
3078D3	Virgilant Technologies Ltd.
601895	Dell Inc.
E8EA4D	HUAWEI TECHNOLOGIES CO.,LTD
3CFFD8	HUAWEI TECHNOLOGIES CO.,LTD
4C617E	Huawei Device Co., Ltd.
B4107B	Texas Instruments
649714	eero inc.
CC86EC	Silicon Laboratories
404101	Rockwell Automation
7C55A7	Kastle Systems
40BEEE	Shenzhen Yunding Information Technology Co.,Ltd
A44C62	Hangzhou Microimage Software Co., Ltd
FCE806	Edifier International
F4C795	WEY Technology AG
44B462	Flextronics Tech.(Ind) Pvt Ltd
F8D478	Flextronics Tech.(Ind) Pvt Ltd
50C2ED	GN Audio A/S
90A822	Amazon Technologies Inc.
74AD98	Cisco Systems, Inc
848C8D	Apple, Inc.
0C5CB5	IEEE Registration Authority
E84F25	Murata Manufacturing Co., Ltd.
0425E0	Taicang T&W Electronics
3085EB	Fiberhome Telecommunication Technologies Co.,LTD
8406FA	Fiberhome Telecommunication Technologies Co.,LTD
C0DCD7	Huawei Device Co., Ltd.
3037B3	HUAWEI TECHNOLOGIES CO.,LTD
14CB19	HP Inc.
0CE441	Apple, Inc.
B82AA9	Apple, Inc.
7864C0	Apple, Inc.
385247	Huawei Device Co., Ltd.
E81CD8	Apple, Inc.
3C0630	Apple, Inc.
F40228	SAMSUNG ELECTRO-MECHANICS(THAILAND)
0C83CC	Alpha Networks Inc.
ECB970	Ruijie Networks Co.,LTD
308398	Espressif Inc.
F889D2	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
1027F5	TP-Link Corporation Limited
B04F13	Dell Inc.
C04B13	WonderSound Technology Co., Ltd
9C7F81	SHENZHEN FAST TECHNOLOGIES CO.,LTD
C4BCD7	New Ryatek
C0AEFD	Shenzhen HC-WLAN Technology Co.,Ltd
206A94	Hitron Technologies. Inc
309587	HUNAN FN-LINK TECHNOLOGY LIMITED
DC87CB	Beijing Perfectek Technologies Co., Ltd.
102D41	Sichuan AI-Link Technology Co., Ltd.
642753	Huawei Device Co., Ltd.
7CF666	Tuya Smart Inc.
28534E	HUAWEI TECHNOLOGIES CO.,LTD
5CB00A	HUAWEI TECHNOLOGIES CO.,LTD
00C06A	Zahner-Elektrik Ingeborg Zahner-Schiller GmbH & Co. KG.
201E88	Intel Corporate
20CE2A	IEEE Registration Authority
5813D3	Gemtek Technology Co., Ltd.
00E5E4	Sichuan Tianyi Comheart Telecom Co.,LTD
1469A2	Sichuan Tianyi Comheart Telecom Co.,LTD
046B25	Sichuan Tianyi Comheart Telecom Co.,LTD
1012B4	Sichuan Tianyi Comheart Telecom Co.,LTD
9C32A9	Sichuan Tianyi Comheart Telecom Co.,LTD
68262A	Sichuan Tianyi Comheart Telecom Co.,LTD
B8224F	Sichuan Tianyi Comheart Telecom Co.,LTD
908674	Sichuan Tianyi Comheart Telecom Co.,LTD
88C9B3	IEEE Registration Authority
C8BD69	Samsung Electronics Co.,Ltd
643AB1	Sichuan Tianyi Comheart Telecom Co.,LTD
44BA46	Sichuan Tianyi Comheart Telecom Co.,LTD
A87650	Samsung Electronics Co.,Ltd
54D17D	Samsung Electronics Co.,Ltd
603AAF	Samsung Electronics Co.,Ltd
8048A5	Sichuan Tianyi Comheart Telecom Co.,LTD
5466F9	ConMet
589153	China Mobile IOT Company Limited
B81332	AMPAK Technology,Inc.
987DDD	China Mobile Group Device Co.,Ltd.
44DB60	Nanjing Baihezhengliu Technology Co., Ltd
B8B77D	Guangdong Transtek Medical Electronics CO.,Ltd
C478A2	Huawei Device Co., Ltd.
9C9E71	Huawei Device Co., Ltd.
0C9A3C	Intel Corporate
DC2148	Intel Corporate
74CF00	Shenzhen SuperElectron Technology Co.,Ltd.
2CEADC	ASKEY COMPUTER CORP
ACE14F	Autonomic Controls, Inc.
AC976C	Greenliant
381428	Dell Inc.
745D68	Fiberhome Telecommunication Technologies Co.,LTD
20CFAE	Cisco Systems, Inc
98499F	Domo Tactical Communications
C0F9B0	HUAWEI TECHNOLOGIES CO.,LTD
148C4A	HUAWEI TECHNOLOGIES CO.,LTD
609BB4	HUAWEI TECHNOLOGIES CO.,LTD
C0238D	Samsung Electronics Co.,Ltd
2811A8	Intel Corporate
C0FBF9	IEEE Registration Authority
4CD577	CHONGQING FUGUI ELECTRONICS CO.,LTD.
EC08E5	Motorola Mobility LLC, a Lenovo Company
80CC9C	NETGEAR
7C27BC	Hui Zhou Gaoshengda Technology Co.,LTD
507097	China Mobile Group Device Co.,Ltd.
CC1531	Intel Corporate
280FEB	LG Innotek
74E20C	Amazon Technologies Inc.
105403	INTARSO GmbH
000C04	Tecnova
844709	Shenzhen IP3 Century Intelligent Technology CO.,Ltd
0091EB	Renesas Electronics (Penang) Sdn. Bhd.
449F46	Huawei Device Co., Ltd.
345184	Huawei Device Co., Ltd.
FCF77B	Huawei Device Co., Ltd.
8CAEDB	NAGTECH LLC
DCF56E	Wellysis Corp.
000060	Kontron Europe GmbH
60FCF1	Private
E84FA7	Huawei Device Co., Ltd.
C0D063	EM Microelectronic
7C10C9	ASUSTek COMPUTER INC.
00C06F	KOMATSU LTD.
A8671E	RATP
8CE9B4	Zhejiang Dahua Technology Co., Ltd.
08855B	Kontron Europe GmbH
E4B503	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
ECF40C	Cisco Systems, Inc
1006ED	Cisco Systems, Inc
D4EB68	Cisco Systems, Inc
C44D84	Cisco Systems, Inc
205383	HUAWEI TECHNOLOGIES CO.,LTD
B8857B	HUAWEI TECHNOLOGIES CO.,LTD
2421AB	Sony Corporation
002298	Sony Corporation
001B59	Sony Corporation
8C6422	Sony Corporation
B8F934	Sony Corporation
40B837	Sony Corporation
E063E5	Sony Corporation
4C21D0	Sony Corporation
1C7B21	Sony Corporation
000FDE	Sony Corporation
3C01EF	Sony Corporation
102CEF	EMU Electronic AG
6CCF39	Guangdong Starfive Technology Co., Ltd.
B4CDF5	CUB ELECPARTS INC.
D88C73	zte corporation
3865B2	Apple, Inc.
D8DE3A	Apple, Inc.
E87865	Apple, Inc.
A04ECF	Apple, Inc.
50D065	ESYLUX GmbH
0887C7	Apple, Inc.
8C1D96	Intel Corporate
60DD8E	Intel Corporate
90593C	AZ-TECHNOLOGY SDN BHD
1CC10C	Intel Corporate
F4A475	Intel Corporate
38FF13	Joint Stock Company Research Instinite Masshtab
D0DBB7	Casa Systems
2864EF	Shenzhen Fsan Intelligent Technology Co.,Ltd
C89E43	NETGEAR
7CC255	Super Micro Computer, Inc.
180712	Shenzhen Dazoo Technologies CO.,Ltd
20BECD	eero inc.
0008AC	BST GmbH
BC091B	Intel Corporate
00BFAF	Hui Zhou Gaoshengda Technology Co.,LTD
0064AF	Dish Technologies Corp
04ECD8	Intel Corporate
F02A2B	IEEE Registration Authority
0025DF	Private
D0497C	OnePlus Technology (Shenzhen) Co., Ltd
B4ECFF	Wuhan IPG Technologies Co., Ltd.
F057A6	Intel Corporate
642677	BKM-Micronic Richtfunkanlagen GmbH
4C2FD7	Huawei Device Co., Ltd.
D47415	Huawei Device Co., Ltd.
50586F	Huawei Device Co., Ltd.
F0B13F	Huawei Device Co., Ltd.
1CE639	HUAWEI TECHNOLOGIES CO.,LTD
20D778	Texas Instruments
700777	OnTarget Technologies, Inc
10F605	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
5C8F40	TECNO MOBILE LIMITED
103F44	Xiaomi Communications Co Ltd
9CBCF0	Xiaomi Communications Co Ltd
509839	Xiaomi Communications Co Ltd
741575	Xiaomi Communications Co Ltd
9C5A81	Xiaomi Communications Co Ltd
5CD06E	Xiaomi Communications Co Ltd
90F157	Garmin International
FC5C45	Ruckus Wireless
E0CB56	Shenzhen iComm Semiconductor CO.,LTD
4C0220	Xiaomi Communications Co Ltd
40E1E4	Nokia Solutions and Networks GmbH & Co. KG
E446B0	Fujitsu Client Computing Limited
80CBBC	Qingdao Intelligent&Precise Electronics Co.,Ltd.
E075AA	Beijing Jingling Information System Technology Co., Ltd.
54CE82	zte corporation
F4CE48	Extreme Networks, Inc.
584849	IEEE Registration Authority
708976	Tuya Smart Inc.
0899E8	KEMAS GmbH
18F87F	Wha Yu Industrial Co., Ltd.
444F8E	WiZ
04B86A	BSkyB Ltd
1C880C	Shenzhen Skyworth  Digital  Technology  CO., Ltd
EC354D	Wingtech Mobile Communications Co.,Ltd
80615F	Beijing Sinead Technology Co., Ltd.
44AE44	Huawei Device Co., Ltd.
20B001	Technicolor Delivery Technologies Belgium NV
7C3985	HUAWEI TECHNOLOGIES CO.,LTD
A4B1E9	Technicolor Delivery Technologies Belgium NV
305696	Infinix mobility limited
7CB073	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
B0E9FE	Woan Technology (Shenzhen) Co., Ltd.
00BD3E	Vizio, Inc
C89665	Microsoft Corporation
0CE5A3	SharkNinja
6C9106	Private
409151	Espressif Inc.
CC3F8A	KOMATSU LTD.
34317F	Panasonic Appliances Company
F4EE08	Dell Inc.
100020	Apple, Inc.
946424	Aruba, a Hewlett Packard Enterprise Company
BC1E85	HUAWEI TECHNOLOGIES CO.,LTD
B85600	HUAWEI TECHNOLOGIES CO.,LTD
B859CE	Earda Technologies co Ltd
8C7A3D	Xiaomi Communications Co Ltd
305F77	New H3C Technologies Co., Ltd
7C2499	Apple, Inc.
8C7AAA	Apple, Inc.
9C36F8	Hyundai Kefico
E0B72E	ShenZhen Qualmesh Technology Co.,Ltd.
80C3BA	Sennheiser electronic GmbH & Co. KG
04421A	ASUSTek COMPUTER INC.
2CE032	TCL King Electrical Appliances(Huizhou)Co.,Ltd
A0D2B1	Amazon Technologies Inc.
806D71	Amazon Technologies Inc.
081605	Vodafone Italia S.p.A.
207C14	Qotom
1C53F9	Google, Inc.
2CB0FD	Shenzhen MiaoMing  Intelligent Technology Co.,Ltd
C4FBC8	Shenzhen Candour Co., Ltd.
E80115	COOCAA Network Technology CO.,TD.
8CEA12	Shenzhen MiaoMing  Intelligent Technology Co.,Ltd
88AC9E	Shenzhen YOUHUA Technology Co., Ltd
C8BD4D	Samsung Electronics Co.,Ltd
2C15BF	Samsung Electronics Co.,Ltd
3CE4B0	Texas Instruments
B4B024	TP-Link Corporation Limited
18F22C	TP-LINK TECHNOLOGIES CO.,LTD.
9897CC	TP-LINK TECHNOLOGIES CO.,LTD.
043855	SCOPUS INTERNATIONAL-BELGIUM
E8979A	Quectel Wireless Solutions Co.,Ltd.
5CA6E6	TP-Link Corporation Limited
B88A72	Renesas Electronics (Penang) Sdn. Bhd.
C436C0	BUFFALO.INC
2C53D7	Sonova AG
0CC413	Google, Inc.
D48FA2	Huawei Device Co., Ltd.
8881B9	Huawei Device Co., Ltd.
7463C2	Huawei Device Co., Ltd.
908D6E	Dell Inc.
3C38F4	Sony Corporation
DCA782	HUAWEI TECHNOLOGIES CO.,LTD
045170	Zhongshan K-mate General Electronics Co.,Ltd
384554	Harman/Becker Automotive Systems GmbH
88D82E	Intel Corporate
180EAC	SHENZHEN FAST TECHNOLOGIES CO.,LTD
4CEAAE	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
50547B	Nanjing Qinheng Microelectronics Co., Ltd.
144920	HUAWEI TECHNOLOGIES CO.,LTD
D41AD1	Zyxel Communications Corporation
B845F4	New H3C Technologies Co., Ltd
EC01D5	Cisco Systems, Inc
90F3B8	China Mobile Group Device Co.,Ltd.
38563D	Microsoft Corporation
10BC97	vivo Mobile Communication Co., Ltd.
CC812A	vivo Mobile Communication Co., Ltd.
9C8281	vivo Mobile Communication Co., Ltd.
B8D43E	vivo Mobile Communication Co., Ltd.
0C6046	vivo Mobile Communication Co., Ltd.
8C6794	vivo Mobile Communication Co., Ltd.
08B49D	TECNO MOBILE LIMITED
28937D	Sichuan Tianyi Comheart Telecom Co.,LTD
987EE3	vivo Mobile Communication Co., Ltd.
D4C3B0	Gearlinx Pty Ltd
E070EA	HP Inc.
942957	Airpo Networks Technology Co.,Ltd.
405F7D	TCT mobile ltd
4C034F	Intel Corporate
04D921	Occuspace
986EE8	IEEE Registration Authority
